0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374230	ΠΤΥΧΙΟ ΤΕΧ/ΓΩΝ ΓΕΩΠΟΝΙΑΣ ΤΕΙ	4
0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374237	ΠΤΥΧΙΟ ΜΑΘΗΜΑΤΙΚΟΥ	5
0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374238	ΠΤΥΧΙΟ ΦΥΣΙΚΟΥ	5
0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374243	ΠΤΥΧΙΟ ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΦΥΣΙΚΟΥ ΠΕΡ/ΝΤΟΣ	5
0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374262	ΔΙΔΑΚΤΟΡΙΚΟ ΦΥΣΙΚΗΣ	7
0	S	ΘΕΤΙΚΕΣ ΕΠΙΣΤΗΜΕΣ	4374265	ΠΤΥΧΙΟ ΔΑΣΟΠΟΝΙΑΣ ΤΕΙ	4
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	27786	ΔΙΕΘΝΩΝ ΕΥΡΩΠΑΙΚΩΝ  ΣΠΟΥΔΩΝ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374058	ΠΤΥΧΙΟ ΦΙΛΟΣΟΦΙΚΗΣ ΣΧΟΛΗΣ Α.Π.Θ.	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374074	ΠΤΥΧΙΟ ΓΑΛΛΙΚΗΣ ΦΙΛΟΛΟΓΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374075	ΠΤΥΧΙΟ ΑΓΓΛΙΚΗΣ ΦΙΛΟΛΟΓΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374076	ΔΙΠΛΩΜΑ ΓΕΡΜΑΝΙΚΗΣ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374112	ΠΤΥΧΙΟ ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΤΕΧΝΗΣ Α.Π.Θ.	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374119	ΠΤΥΧΙΟ ΙΤΑΛΙΚΗΣ ΦΙΛΟΛΟΓΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374172	ΜΕΤΑΠΤΥΧΙΑΚΟ ΙΣΤΟΡΙΑΣ	6
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374173	ΠΤΥΧΙΟ ΙΣΤΟΡΙΑΣ ΑΡΧΑΙΟΛΟΓΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374177	ΠΤΥΧΙΟ ΙΣΤΟΡΙΑΣ	5
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374188	ΠΤΥΧΙΟ ΙΣΤΟΡΙΑΣ ΚΑΙ ΦΙΛΟΣΟΦΙΑΣ ΡΟΥΜΑΝΙΑΣ	3
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374199	ΜΕΤΑΠΤΥΧΙΑΚΟ ΙΣΤΟΡΙΑΣ ΧΩΡΩΝ ΧΡΣ/ΣΟΥ ΑΙΜΟ	6
0	S	ΚΛΑΣΙΚΕΣ ΣΠΟΥΔΕΣ	4374219	ΠΤΥΧΙΟ ΙΣΤΟΡΙΑΣ ΤΗΣ ΤΕΧΝΗΣ ΑΕΙ ΓΑΛΛΙΑΣ	5
